OrderDate,Category,Region,CustomerSegment,Channel,Price,Quantity,Discount,Revenue,Rating,Age,Month,Quarter,Year
2024-06-15,Clothing,East,VIP,In-Store,107.86,2,0.0,215.72,4.6,48,2024-06,2024Q2,2024
2024-06-15,Sports,East,New,Mobile App,88.11,4,0.0,352.44,3.9,29,2024-06,2024Q2,2024
2024-06-16,Clothing,Central,New,In-Store,37.49,2,0.05,71.23,3.1,52,2024-06,2024Q2,2024
2024-06-16,Books,Central,Returning,Online,48.48,1,0.0,48.48,4.0,18,2024-06,2024Q2,2024
2024-06-16,Books,East,New,In-Store,21.78,2,0.0,43.56,4.1,24,2024-06,2024Q2,2024
2024-06-16,Electronics,North,New,Online,507.65,3,0.2,1218.36,3.5,44,2024-06,2024Q2,2024
2024-06-16,Clothing,North,New,Online,25.62,5,0.0,128.1,2.9,18,2024-06,2024Q2,2024
2024-06-18,Clothing,North,VIP,Mobile App,109.15,1,0.15,92.78,3.8,51,2024-06,2024Q2,2024
2024-06-18,Sports,West,New,Online,235.77,2,0.2,377.23,3.5,42,2024-06,2024Q2,2024
2024-06-18,Home & Garden,South,New,Online,141.36,1,0.05,134.29,4.3,29,2024-06,2024Q2,2024
2024-06-18,Electronics,West,New,Online,128.89,2,0.0,257.78,3.5,47,2024-06,2024Q2,2024
2024-06-19,Books,Central,VIP,Mobile App,14.69,2,0.0,29.38,4.3,38,2024-06,2024Q2,2024
2024-06-19,Clothing,North,Returning,Online,176.43,3,0.1,476.36,5.0,42,2024-06,2024Q2,2024
2024-06-20,Electronics,West,New,In-Store,1081.99,5,0.15,4598.46,2.3,24,2024-06,2024Q2,2024
2024-06-20,Clothing,East,New,Mobile App,72.48,2,0.0,144.96,3.7,35,2024-06,2024Q2,2024
2024-06-20,Electronics,East,New,In-Store,208.39,3,0.0,625.17,2.4,47,2024-06,2024Q2,2024
2024-06-21,Clothing,Central,New,Online,182.23,2,0.0,364.46,4.3,30,2024-06,2024Q2,2024
2024-06-21,Clothing,Central,Returning,Online,85.95,1,0.1,77.36,2.8,51,2024-06,2024Q2,2024
2024-06-21,Sports,South,New,In-Store,22.17,5,0.0,110.85,2.1,26,2024-06,2024Q2,2024
2024-06-22,Books,West,New,In-Store,40.97,4,0.0,163.88,3.2,37,2024-06,2024Q2,2024
2024-06-23,Home & Garden,Central,VIP,Online,200.36,3,0.0,601.08,3.7,48,2024-06,2024Q2,2024
2024-06-24,Books,North,Returning,Online,37.34,5,0.0,186.7,3.7,24,2024-06,2024Q2,2024
2024-06-24,Clothing,North,New,Online,55.07,3,0.0,165.21,2.8,49,2024-06,2024Q2,2024
2024-06-25,Clothing,North,New,Mobile App,138.82,5,0.05,659.39,3.8,39,2024-06,2024Q2,2024
2024-06-25,Books,South,New,In-Store,9.01,3,0.0,27.03,4.7,39,2024-06,2024Q2,2024
2024-06-25,Home & Garden,South,Returning,Online,323.25,4,0.0,1293.0,3.2,45,2024-06,2024Q2,2024
2024-06-26,Home & Garden,South,Returning,Online,341.07,3,0.0,1023.21,3.9,46,2024-06,2024Q2,2024
2024-06-26,Electronics,West,New,In-Store,527.5,3,0.0,1582.5,3.7,18,2024-06,2024Q2,2024
2024-06-27,Clothing,South,New,Online,185.29,4,0.0,741.16,4.9,53,2024-06,2024Q2,2024
2024-06-27,Books,Central,Returning,Mobile App,25.25,2,0.1,45.45,3.6,34,2024-06,2024Q2,2024
2024-06-28,Books,East,New,Mobile App,43.89,1,0.0,43.89,3.3,57,2024-06,2024Q2,2024
2024-06-28,Sports,South,Returning,Online,202.66,3,0.0,607.98,2.8,67,2024-06,2024Q2,2024
2024-06-29,Clothing,North,Returning,Online,40.76,4,0.2,130.43,2.6,20,2024-06,2024Q2,2024
2024-06-30,Clothing,South,VIP,Mobile App,34.78,2,0.0,69.56,3.1,21,2024-06,2024Q2,2024
2024-06-30,Electronics,Central,VIP,In-Store,758.32,1,0.05,720.4,4.4,33,2024-06,2024Q2,2024
2024-06-30,Sports,East,Returning,Online,25.62,1,0.05,24.34,2.4,42,2024-06,2024Q2,2024
2024-06-30,Home & Garden,East,New,In-Store,132.14,4,0.0,528.56,1.6,18,2024-06,2024Q2,2024
2024-07-01,Clothing,North,New,Online,49.17,2,0.1,88.51,4.1,18,2024-07,2024Q3,2024
2024-07-01,Clothing,Central,Returning,Online,140.36,3,0.15,357.92,3.2,18,2024-07,2024Q3,2024
2024-07-02,Electronics,Central,VIP,Online,508.34,1,0.1,457.51,3.6,37,2024-07,2024Q3,2024
2024-07-02,Home & Garden,Central,Returning,Mobile App,265.68,4,0.0,1062.72,3.0,35,2024-07,2024Q3,2024
2024-07-02,Electronics,South,Returning,Online,493.44,2,0.0,986.88,3.1,37,2024-07,2024Q3,2024
2024-07-03,Sports,West,New,Online,208.16,2,0.0,416.32,3.9,52,2024-07,2024Q3,2024
2024-07-04,Electronics,South,Returning,In-Store,343.54,2,0.1,618.37,2.3,18,2024-07,2024Q3,2024
2024-07-04,Books,North,New,Online,36.04,5,0.0,180.2,3.8,29,2024-07,2024Q3,2024
2024-07-05,Clothing,South,Returning,In-Store,43.1,3,0.0,129.3,4.1,54,2024-07,2024Q3,2024
2024-07-05,Clothing,South,New,Online,135.75,4,0.2,434.4,4.7,18,2024-07,2024Q3,2024
2024-07-05,Home & Garden,South,Returning,Mobile App,380.13,4,0.0,1520.52,3.6,26,2024-07,2024Q3,2024
2024-07-06,Clothing,South,New,Online,61.46,5,0.05,291.94,5.0,57,2024-07,2024Q3,2024
2024-07-06,Electronics,West,Returning,Online,246.17,5,0.0,1230.85,2.9,48,2024-07,2024Q3,2024
2024-07-07,Books,East,New,Online,40.26,4,0.15,136.88,4.0,34,2024-07,2024Q3,2024
2024-07-08,Electronics,West,VIP,Online,409.79,3,0.2,983.5,3.1,46,2024-07,2024Q3,2024
2024-07-08,Home & Garden,Central,VIP,Online,402.22,2,0.0,804.44,3.8,47,2024-07,2024Q3,2024
2024-07-08,Electronics,West,New,In-Store,877.12,1,0.0,877.12,4.1,52,2024-07,2024Q3,2024
2024-07-08,Sports,Central,Returning,Online,214.74,4,0.0,858.96,3.6,53,2024-07,2024Q3,2024
2024-07-08,Clothing,South,New,Online,160.23,5,0.0,801.15,3.9,40,2024-07,2024Q3,2024
2024-07-09,Electronics,East,New,Online,882.63,1,0.05,838.5,2.9,27,2024-07,2024Q3,2024
2024-07-09,Books,North,New,In-Store,43.42,1,0.0,43.42,2.9,50,2024-07,2024Q3,2024
2024-07-09,Electronics,South,Returning,Mobile App,467.18,5,0.0,2335.9,2.7,34,2024-07,2024Q3,2024
2024-07-10,Books,East,Returning,Online,57.56,2,0.0,115.12,4.8,27,2024-07,2024Q3,2024
2024-07-10,Clothing,Central,Returning,Online,45.45,4,0.0,181.8,5.0,20,2024-07,2024Q3,2024
2024-07-10,Clothing,Central,Returning,Online,160.76,1,0.0,160.76,3.4,32,2024-07,2024Q3,2024
2024-07-10,Home & Garden,East,Returning,Online,152.06,2,0.0,304.12,3.8,62,2024-07,2024Q3,2024
2024-07-10,Electronics,North,Returning,Online,792.02,3,0.1,2138.45,3.4,51,2024-07,2024Q3,2024
2024-07-12,Home & Garden,Central,New,Mobile App,400.57,5,0.15,1702.42,4.2,41,2024-07,2024Q3,2024
2024-07-12,Electronics,South,New,In-Store,830.79,3,0.15,2118.51,3.8,50,2024-07,2024Q3,2024
2024-07-12,Books,North,VIP,Online,46.54,4,0.0,186.16,4.0,35,2024-07,2024Q3,2024
2024-07-12,Clothing,North,Returning,Online,94.45,1,0.0,94.45,3.8,43,2024-07,2024Q3,2024
2024-07-13,Sports,Central,New,Online,70.56,2,0.0,141.12,3.1,34,2024-07,2024Q3,2024
2024-07-13,Electronics,South,Returning,Online,258.24,3,0.05,735.98,3.0,36,2024-07,2024Q3,2024
2024-07-13,Sports,West,New,Online,234.31,5,0.05,1112.97,3.8,51,2024-07,2024Q3,2024
2024-07-13,Home & Garden,East,Returning,In-Store,334.19,5,0.05,1587.4,4.7,45,2024-07,2024Q3,2024
2024-07-14,Books,South,Returning,Online,44.51,4,0.0,178.04,2.7,62,2024-07,2024Q3,2024
2024-07-14,Electronics,North,New,Mobile App,414.98,5,0.0,2074.9,3.7,52,2024-07,2024Q3,2024
2024-07-14,Electronics,East,Returning,In-Store,1149.29,2,0.0,2298.58,4.2,40,2024-07,2024Q3,2024
2024-07-14,Books,Central,Returning,Mobile App,8.15,4,0.0,32.6,2.4,45,2024-07,2024Q3,2024
2024-07-16,Electronics,South,New,Online,563.28,3,0.0,1689.84,3.2,36,2024-07,2024Q3,2024
2024-07-16,Electronics,North,Returning,Mobile App,651.17,5,0.0,3255.85,4.5,37,2024-07,2024Q3,2024
2024-07-16,Home & Garden,Central,New,In-Store,142.22,4,0.2,455.1,3.4,44,2024-07,2024Q3,2024
2024-07-17,Sports,North,Returning,In-Store,260.96,5,0.0,1304.8,2.8,37,2024-07,2024Q3,2024
2024-07-18,Electronics,North,New,Online,810.03,5,0.1,3645.14,3.9,43,2024-07,2024Q3,2024
2024-07-19,Clothing,Central,New,Online,75.89,3,0.05,216.29,3.5,54,2024-07,2024Q3,2024
2024-07-19,Clothing,West,New,In-Store,188.7,3,0.05,537.79,2.3,48,2024-07,2024Q3,2024
2024-07-19,Sports,East,Returning,Online,176.32,5,0.2,705.28,2.6,50,2024-07,2024Q3,2024
2024-07-19,Clothing,East,Returning,Online,20.03,2,0.0,40.06,3.5,39,2024-07,2024Q3,2024
2024-07-19,Home & Garden,South,New,Online,171.86,4,0.0,687.44,5.0,62,2024-07,2024Q3,2024
2024-07-20,Home & Garden,East,New,In-Store,365.29,2,0.0,730.58,3.9,34,2024-07,2024Q3,2024
2024-07-20,Books,Central,New,Online,59.41,3,0.0,178.23,4.2,26,2024-07,2024Q3,2024
2024-07-21,Books,North,New,Mobile App,20.19,2,0.05,38.36,4.0,33,2024-07,2024Q3,2024
2024-07-21,Sports,South,New,Mobile App,28.09,4,0.0,112.36,4.7,24,2024-07,2024Q3,2024
2024-07-22,Home & Garden,North,Returning,Online,147.73,2,0.15,251.14,4.5,41,2024-07,2024Q3,2024
2024-07-22,Electronics,North,VIP,In-Store,116.88,5,0.0,584.4,2.9,30,2024-07,2024Q3,2024
2024-07-23,Home & Garden,South,VIP,Mobile App,429.74,5,0.0,2148.7,4.2,39,2024-07,2024Q3,2024
2024-07-24,Electronics,North,New,In-Store,610.71,3,0.15,1557.31,3.7,23,2024-07,2024Q3,2024
2024-07-24,Clothing,East,New,Online,50.48,4,0.0,201.92,3.0,48,2024-07,2024Q3,2024
2024-07-24,Clothing,East,New,Online,196.95,5,0.0,984.75,3.6,51,2024-07,2024Q3,2024
2024-07-25,Books,West,Returning,Mobile App,30.89,4,0.1,111.2,2.4,50,2024-07,2024Q3,2024
2024-07-25,Clothing,North,New,Mobile App,77.41,1,0.0,77.41,1.8,35,2024-07,2024Q3,2024
2024-07-25,Electronics,East,Returning,Online,429.15,4,0.0,1716.6,3.6,18,2024-07,2024Q3,2024
2024-07-26,Clothing,Central,New,Online,34.37,5,0.0,171.85,3.3,27,2024-07,2024Q3,2024
2024-07-26,Clothing,West,New,Online,195.15,2,0.0,390.3,4.7,43,2024-07,2024Q3,2024
2024-07-26,Clothing,North,New,Online,60.83,3,0.2,145.99,4.3,48,2024-07,2024Q3,2024
2024-07-27,Books,North,Returning,Online,6.18,5,0.2,24.72,5.0,25,2024-07,2024Q3,2024
2024-07-28,Electronics,South,VIP,In-Store,150.89,3,0.0,452.67,3.9,37,2024-07,2024Q3,2024
2024-07-28,Clothing,Central,New,Online,183.34,2,0.0,366.68,4.4,41,2024-07,2024Q3,2024
2024-07-28,Books,Central,New,Online,33.28,4,0.2,106.5,2.9,54,2024-07,2024Q3,2024
2024-07-30,Electronics,North,New,Online,1156.7,2,0.0,2313.4,4.4,33,2024-07,2024Q3,2024
2024-07-31,Books,West,VIP,In-Store,43.14,4,0.0,172.56,4.5,23,2024-07,2024Q3,2024
2024-08-01,Clothing,North,New,Online,115.35,4,0.0,461.4,2.9,35,2024-08,2024Q3,2024
2024-08-01,Clothing,Central,New,In-Store,187.58,5,0.05,891.0,3.5,46,2024-08,2024Q3,2024
2024-08-02,Home & Garden,East,Returning,Online,121.55,3,0.1,328.18,4.6,36,2024-08,2024Q3,2024
2024-08-02,Electronics,East,New,Mobile App,601.06,3,0.0,1803.18,3.0,25,2024-08,2024Q3,2024
2024-08-02,Clothing,West,New,In-Store,123.34,2,0.0,246.68,3.4,21,2024-08,2024Q3,2024
2024-08-03,Electronics,East,VIP,Online,837.15,1,0.0,837.15,3.3,36,2024-08,2024Q3,2024
2024-08-03,Clothing,West,Returning,In-Store,130.59,5,0.0,652.95,3.3,37,2024-08,2024Q3,2024
2024-08-03,Electronics,North,New,Online,391.66,4,0.0,1566.64,3.9,25,2024-08,2024Q3,2024
2024-08-03,Sports,East,New,Online,55.07,1,0.0,55.07,5.0,33,2024-08,2024Q3,2024
2024-08-03,Electronics,West,New,Online,1189.33,5,0.0,5946.65,4.2,57,2024-08,2024Q3,2024
2024-08-03,Electronics,North,New,Mobile App,516.35,2,0.0,1032.7,3.4,49,2024-08,2024Q3,2024
2024-08-04,Books,North,Returning,Online,36.45,5,0.0,182.25,3.5,49,2024-08,2024Q3,2024
2024-08-04,Clothing,West,Returning,In-Store,126.2,1,0.0,126.2,2.9,29,2024-08,2024Q3,2024
2024-08-04,Electronics,West,New,Online,970.72,3,0.0,2912.16,4.7,34,2024-08,2024Q3,2024
2024-08-04,Electronics,North,New,Online,856.16,5,0.0,4280.8,3.4,50,2024-08,2024Q3,2024
2024-08-04,Electronics,East,Returning,Online,87.79,1,0.0,87.79,4.1,42,2024-08,2024Q3,2024
2024-08-04,Electronics,West,Returning,Online,478.5,4,0.2,1531.2,4.2,38,2024-08,2024Q3,2024
2024-08-05,Electronics,East,VIP,Online,464.06,4,0.0,1856.24,4.2,27,2024-08,2024Q3,2024
2024-08-05,Clothing,West,VIP,Online,107.8,2,0.05,204.82,5.0,53,2024-08,2024Q3,2024
2024-08-05,Electronics,West,VIP,In-Store,634.86,2,0.0,1269.72,5.0,24,2024-08,2024Q3,2024
2024-08-05,Home & Garden,East,Returning,Mobile App,343.66,3,0.0,1030.98,3.0,28,2024-08,2024Q3,2024
2024-08-07,Clothing,South,Returning,Online,183.65,5,0.2,734.6,2.9,24,2024-08,2024Q3,2024
2024-08-07,Sports,South,New,In-Store,100.65,4,0.2,322.08,4.0,40,2024-08,2024Q3,2024
2024-08-07,Electronics,North,VIP,In-Store,84.2,2,0.0,168.4,4.1,33,2024-08,2024Q3,2024
2024-08-07,Sports,Central,Returning,Online,235.63,4,0.05,895.39,3.3,31,2024-08,2024Q3,2024
2024-08-09,Electronics,South,New,In-Store,893.59,4,0.0,3574.36,4.4,58,2024-08,2024Q3,2024
2024-08-09,Electronics,Central,Returning,Online,597.95,1,0.2,478.36,3.5,44,2024-08,2024Q3,2024
2024-08-10,Home & Garden,South,Returning,Online,323.99,1,0.0,323.99,3.6,34,2024-08,2024Q3,2024
2024-08-10,Clothing,West,VIP,Online,147.84,3,0.0,443.52,4.0,40,2024-08,2024Q3,2024
2024-08-10,Home & Garden,East,New,In-Store,188.36,4,0.0,753.44,2.6,42,2024-08,2024Q3,2024
2024-08-10,Clothing,West,Returning,In-Store,77.29,4,0.0,309.16,3.9,22,2024-08,2024Q3,2024
2024-08-10,Clothing,West,New,In-Store,179.42,5,0.0,897.1,2.7,52,2024-08,2024Q3,2024
2024-08-10,Clothing,North,Returning,Online,163.91,5,0.0,819.55,4.1,18,2024-08,2024Q3,2024
2024-08-10,Sports,North,Returning,In-Store,247.25,1,0.0,247.25,4.4,28,2024-08,2024Q3,2024
2024-08-11,Home & Garden,West,New,Mobile App,357.97,5,0.0,1789.85,3.9,26,2024-08,2024Q3,2024
2024-08-11,Electronics,West,Returning,Online,860.82,4,0.1,3098.95,3.4,18,2024-08,2024Q3,2024
2024-08-11,Books,Central,Returning,In-Store,54.08,1,0.0,54.08,2.9,28,2024-08,2024Q3,2024
2024-08-11,Home & Garden,West,Returning,Online,499.35,3,0.15,1273.34,1.9,26,2024-08,2024Q3,2024
2024-08-12,Electronics,North,New,Mobile App,476.78,1,0.1,429.1,4.2,32,2024-08,2024Q3,2024
2024-08-12,Electronics,Central,New,Online,499.28,5,0.05,2371.58,4.5,26,2024-08,2024Q3,2024
2024-08-12,Electronics,West,Returning,In-Store,735.84,3,0.0,2207.52,4.5,70,2024-08,2024Q3,2024
2024-08-12,Books,Central,Returning,Online,57.58,1,0.0,57.58,3.6,35,2024-08,2024Q3,2024
2024-08-12,Books,South,New,In-Store,44.16,2,0.0,88.32,3.1,50,2024-08,2024Q3,2024
2024-08-12,Books,North,Returning,In-Store,22.89,5,0.05,108.73,3.8,33,2024-08,2024Q3,2024
2024-08-13,Electronics,South,New,Online,1046.8,4,0.05,3977.84,3.9,22,2024-08,2024Q3,2024
2024-08-13,Home & Garden,East,New,Online,481.58,5,0.0,2407.9,3.8,37,2024-08,2024Q3,2024
2024-08-13,Clothing,South,New,Online,80.73,2,0.0,161.46,3.3,52,2024-08,2024Q3,2024
2024-08-13,Home & Garden,South,Returning,In-Store,451.16,2,0.15,766.97,3.8,56,2024-08,2024Q3,2024
2024-08-13,Electronics,South,Returning,Online,727.58,3,0.0,2182.74,2.7,35,2024-08,2024Q3,2024
2024-08-14,Sports,Central,New,In-Store,133.98,5,0.0,669.9,4.5,38,2024-08,2024Q3,2024
2024-08-14,Sports,Central,Returning,In-Store,125.39,4,0.0,501.56,3.6,35,2024-08,2024Q3,2024
2024-08-14,Electronics,East,New,Mobile App,89.95,4,0.0,359.8,4.7,20,2024-08,2024Q3,2024
2024-08-14,Books,South,Returning,Online,11.49,1,0.0,11.49,2.3,31,2024-08,2024Q3,2024
2024-08-15,Books,South,Returning,Mobile App,56.97,2,0.05,108.24,3.8,26,2024-08,2024Q3,2024
2024-08-15,Sports,North,VIP,Online,22.97,5,0.0,114.85,3.5,53,2024-08,2024Q3,2024
2024-08-16,Sports,West,New,In-Store,43.5,5,0.05,206.62,2.4,18,2024-08,2024Q3,2024
2024-08-16,Electronics,South,Returning,In-Store,207.63,4,0.05,788.99,4.0,51,2024-08,2024Q3,2024
2024-08-16,Home & Garden,South,Returning,Online,463.5,4,0.0,1854.0,2.3,33,2024-08,2024Q3,2024
2024-08-16,Clothing,North,VIP,Mobile App,186.41,3,0.0,559.23,4.4,29,2024-08,2024Q3,2024
2024-08-16,Sports,North,New,Online,75.83,4,0.0,303.32,2.5,30,2024-08,2024Q3,2024
2024-08-16,Sports,South,Returning,In-Store,298.69,2,0.1,537.64,2.9,27,2024-08,2024Q3,2024
2024-08-16,Home & Garden,South,New,In-Store,236.74,3,0.1,639.2,3.6,20,2024-08,2024Q3,2024
2024-08-17,Books,East,New,In-Store,7.68,2,0.0,15.36,3.3,39,2024-08,2024Q3,2024
2024-08-17,Electronics,West,New,Mobile App,1116.05,5,0.0,5580.25,4.1,35,2024-08,2024Q3,2024
2024-08-18,Electronics,West,New,In-Store,577.39,3,0.0,1732.17,3.9,42,2024-08,2024Q3,2024
2024-08-18,Clothing,South,New,In-Store,76.1,1,0.0,76.1,3.9,26,2024-08,2024Q3,2024
2024-08-18,Clothing,West,VIP,Online,59.33,5,0.0,296.65,4.9,53,2024-08,2024Q3,2024
2024-08-18,Electronics,East,New,In-Store,1061.24,1,0.0,1061.24,4.1,32,2024-08,2024Q3,2024
2024-08-18,Home & Garden,North,VIP,Online,464.17,5,0.1,2088.76,4.3,52,2024-08,2024Q3,2024
2024-08-18,Sports,Central,Returning,Online,52.92,5,0.0,264.6,3.8,44,2024-08,2024Q3,2024
2024-08-20,Electronics,West,VIP,Mobile App,266.62,2,0.1,479.92,3.8,18,2024-08,2024Q3,2024
2024-08-20,Clothing,West,Returning,In-Store,149.04,4,0.0,596.16,3.8,39,2024-08,2024Q3,2024
2024-08-20,Clothing,South,New,Online,162.48,2,0.0,324.96,4.3,59,2024-08,2024Q3,2024
2024-08-20,Home & Garden,West,Returning,Online,183.75,2,0.0,367.5,3.8,32,2024-08,2024Q3,2024
2024-08-20,Electronics,North,Returning,Online,188.18,1,0.0,188.18,4.0,31,2024-08,2024Q3,2024
2024-08-20,Electronics,West,Returning,Online,437.34,1,0.0,437.34,2.4,33,2024-08,2024Q3,2024
2024-08-20,Electronics,South,New,In-Store,770.99,1,0.0,770.99,3.3,19,2024-08,2024Q3,2024
2024-08-20,Clothing,Central,New,Online,91.69,1,0.05,87.11,4.0,26,2024-08,2024Q3,2024
2024-08-21,Home & Garden,West,Returning,In-Store,397.95,5,0.15,1691.29,4.3,43,2024-08,2024Q3,2024
2024-08-22,Clothing,West,Returning,In-Store,140.69,2,0.0,281.38,2.9,29,2024-08,2024Q3,2024
2024-08-22,Clothing,North,Returning,Mobile App,173.19,1,0.05,164.53,3.6,25,2024-08,2024Q3,2024
2024-08-23,Clothing,South,New,In-Store,76.62,5,0.0,383.1,3.7,51,2024-08,2024Q3,2024
2024-08-23,Home & Garden,East,New,In-Store,376.38,5,0.05,1787.8,3.9,48,2024-08,2024Q3,2024
2024-08-23,Clothing,South,New,In-Store,187.86,1,0.15,159.68,3.7,28,2024-08,2024Q3,2024
2024-08-24,Clothing,North,Returning,In-Store,16.7,5,0.05,79.32,3.5,23,2024-08,2024Q3,2024
2024-08-24,Sports,West,Returning,In-Store,100.82,2,0.0,201.64,4.5,39,2024-08,2024Q3,2024
2024-08-24,Sports,East,Returning,Online,197.43,1,0.0,197.43,4.2,28,2024-08,2024Q3,2024
2024-08-26,Books,South,New,Online,21.64,3,0.05,61.67,4.0,59,2024-08,2024Q3,2024
2024-08-26,Electronics,Central,Returning,Online,252.02,4,0.1,907.27,2.8,31,2024-08,2024Q3,2024
2024-08-26,Sports,West,Returning,Online,203.26,5,0.0,1016.3,4.3,75,2024-08,2024Q3,2024
2024-08-26,Sports,Central,New,In-Store,11.09,3,0.0,33.27,4.2,39,2024-08,2024Q3,2024
2024-08-28,Books,North,Returning,Online,56.85,5,0.05,270.04,4.2,63,2024-08,2024Q3,2024
2024-08-29,Home & Garden,Central,Returning,Online,125.47,4,0.0,501.88,3.3,48,2024-08,2024Q3,2024
2024-08-29,Home & Garden,Central,VIP,Online,219.49,1,0.0,219.49,2.7,24,2024-08,2024Q3,2024
2024-08-29,Clothing,East,Returning,In-Store,121.78,1,0.0,121.78,3.2,44,2024-08,2024Q3,2024
2024-08-29,Sports,Central,New,Mobile App,112.72,3,0.0,338.16,3.7,46,2024-08,2024Q3,2024
2024-08-29,Sports,North,New,Online,72.99,2,0.0,145.98,2.5,54,2024-08,2024Q3,2024
2024-08-30,Clothing,West,New,Online,161.36,1,0.05,153.29,3.7,47,2024-08,2024Q3,2024
2024-08-30,Electronics,East,New,Online,994.38,3,0.0,2983.14,3.7,31,2024-08,2024Q3,2024
2024-08-30,Electronics,Central,New,In-Store,1046.79,5,0.0,5233.95,3.9,60,2024-08,2024Q3,2024
2024-08-30,Electronics,Central,Returning,Mobile App,63.99,5,0.15,271.96,3.3,39,2024-08,2024Q3,2024
2024-08-31,Books,North,Returning,In-Store,10.5,1,0.0,10.5,4.1,42,2024-08,2024Q3,2024
2024-08-31,Books,South,New,Online,48.11,3,0.0,144.33,4.4,47,2024-08,2024Q3,2024
2024-08-31,Sports,Central,Returning,Online,16.64,2,0.15,28.29,3.5,28,2024-08,2024Q3,2024
2024-09-01,Home & Garden,West,New,Online,479.8,1,0.0,479.8,3.6,42,2024-09,2024Q3,2024
2024-09-02,Clothing,North,VIP,Online,155.57,4,0.05,591.17,4.7,41,2024-09,2024Q3,2024
2024-09-02,Sports,North,Returning,Online,117.41,3,0.05,334.62,3.6,27,2024-09,2024Q3,2024
2024-09-03,Electronics,South,Returning,In-Store,878.83,2,0.05,1669.78,5.0,48,2024-09,2024Q3,2024
2024-09-03,Electronics,Central,New,Mobile App,86.51,2,0.05,164.37,2.8,46,2024-09,2024Q3,2024
2024-09-05,Sports,East,New,Online,190.33,4,0.0,761.32,3.8,55,2024-09,2024Q3,2024
2024-09-05,Clothing,South,New,In-Store,164.99,4,0.0,659.96,3.2,38,2024-09,2024Q3,2024
2024-09-06,Books,East,New,Online,18.57,3,0.05,52.92,3.2,40,2024-09,2024Q3,2024
2024-09-06,Books,Central,Returning,Online,17.15,3,0.2,41.16,4.6,33,2024-09,2024Q3,2024
2024-09-06,Sports,North,Returning,Mobile App,138.76,5,0.0,693.8,3.5,35,2024-09,2024Q3,2024
2024-09-07,Sports,South,New,Online,273.11,5,0.0,1365.55,3.4,38,2024-09,2024Q3,2024
2024-09-07,Clothing,North,Returning,Mobile App,86.04,2,0.0,172.08,2.5,43,2024-09,2024Q3,2024
2024-09-07,Clothing,East,Returning,In-Store,79.49,5,0.0,397.45,4.1,38,2024-09,2024Q3,2024
2024-09-07,Home & Garden,West,New,Online,458.38,3,0.0,1375.14,3.0,29,2024-09,2024Q3,2024
2024-09-07,Clothing,Central,New,In-Store,164.27,2,0.0,328.54,5.0,35,2024-09,2024Q3,2024
2024-09-07,Books,North,New,Online,25.24,2,0.0,50.48,4.7,63,2024-09,2024Q3,2024
2024-09-08,Books,East,New,Online,5.01,3,0.0,15.03,4.4,36,2024-09,2024Q3,2024
2024-09-08,Clothing,South,New,Mobile App,167.21,3,0.05,476.55,4.3,26,2024-09,2024Q3,2024
2024-09-09,Home & Garden,East,VIP,Online,230.97,4,0.0,923.88,4.0,35,2024-09,2024Q3,2024
2024-09-09,Electronics,North,Returning,Online,52.7,1,0.0,52.7,3.4,25,2024-09,2024Q3,2024
2024-09-09,Home & Garden,Central,New,Online,386.17,4,0.0,1544.68,3.9,42,2024-09,2024Q3,2024
2024-09-09,Clothing,South,Returning,In-Store,81.91,3,0.0,245.73,3.4,40,2024-09,2024Q3,2024
2024-09-09,Home & Garden,South,Returning,Online,364.98,1,0.15,310.23,3.4,33,2024-09,2024Q3,2024
2024-09-09,Books,West,New,In-Store,26.85,4,0.0,107.4,3.0,56,2024-09,2024Q3,2024
2024-09-10,Electronics,East,Returning,In-Store,347.38,4,0.1,1250.57,4.4,49,2024-09,2024Q3,2024
2024-09-10,Clothing,South,VIP,Online,169.75,4,0.05,645.05,3.1,60,2024-09,2024Q3,2024
2024-09-10,Clothing,South,New,Mobile App,35.65,5,0.15,151.51,2.8,54,2024-09,2024Q3,2024
2024-09-10,Home & Garden,East,Returning,In-Store,440.58,2,0.0,881.16,5.0,38,2024-09,2024Q3,2024
2024-09-10,Electronics,South,New,Online,112.5,2,0.0,225.0,3.7,25,2024-09,2024Q3,2024
2024-09-12,Home & Garden,North,Returning,Online,178.84,4,0.05,679.59,4.0,41,2024-09,2024Q3,2024
2024-09-12,Books,South,Returning,Mobile App,7.66,2,0.0,15.32,4.0,52,2024-09,2024Q3,2024
2024-09-12,Books,South,Returning,In-Store,5.55,2,0.0,11.1,3.2,51,2024-09,2024Q3,2024
2024-09-13,Clothing,Central,Returning,Online,33.17,1,0.0,33.17,4.1,44,2024-09,2024Q3,2024
2024-09-13,Electronics,North,Returning,Mobile App,193.88,4,0.05,736.74,5.0,41,2024-09,2024Q3,2024
2024-09-13,Clothing,South,VIP,In-Store,189.44,1,0.1,170.5,4.9,58,2024-09,2024Q3,2024
2024-09-14,Sports,East,New,Online,255.24,4,0.15,867.82,3.0,34,2024-09,2024Q3,2024
2024-09-14,Home & Garden,South,New,Online,102.84,5,0.2,411.36,3.9,34,2024-09,2024Q3,2024
2024-09-15,Home & Garden,Central,New,Online,259.32,1,0.1,233.39,3.1,66,2024-09,2024Q3,2024
2024-09-15,Clothing,North,Returning,Online,78.72,2,0.15,133.82,3.1,57,2024-09,2024Q3,2024
